Ts (degC),I (a.u.),x3,x4,x5,P (W),q (slm)
55.97,2446549.54034776,3,4,3,3,4
55.99,2443174.11828946,3,4,3,3,4
55.93,2458454.24410716,3,4,3,3,4
56.03,2423164.63209585,3,4,3,3,4
55.91,2442238.15037598,3,4,3,3,4
55.92,2406717.31807332,3,4,3,3,4
55.95,2454244.35947372,3,4,3,3,4
55.81,2420338.49681393,3,4,3,3,4
55.79,2465841.34437973,3,4,3,3,4
55.73,2453634.09558268,3,4,3,3,4
55.78,2474387.50257519,3,4,3,3,4
55.76,2484682.65687974,3,4,3,3,4
55.74,2444129.91916351,3,4,3,3,4
55.85,2460208.90677632,3,4,3,3,4
55.84,2404697.68212403,3,4,3,3,4
55.81,2439259.5107143,3,4,3,3,4
55.81,2458527.90938913,3,4,3,3,4
55.93,2465965.26958648,3,4,3,3,4
55.83,2433973.34921056,3,4,3,3,4
55.92,2447600.19451124,3,4,3,3,4
55.91,2462561.6379135,3,4,3,3,4
55.88,2439230.06923871,3,4,3,3,4
55.96,2461053.2242387,3,4,3,3,4
55.99,2451165.81589287,3,4,3,3,4
55.9,2467518.03025376,3,4,3,3,4
56,2488703.32767859,3,4,3,3,4
56.21,2405998.28086462,3,4,3,3,4
55.97,2435631.55717108,3,4,3,3,4
56.08,2451930.18558268,3,4,3,3,4
56.01,2469114.52198311,3,4,3,3,4
56.08,2455637.10140976,3,4,3,3,4
56.12,2445621.94908834,3,4,3,3,4
56.06,2503859.28191727,3,4,3,3,4
56.08,2459184.98399436,3,4,3,3,4
56.11,2401473.16302631,3,4,3,3,4
56.08,2420110.47936089,3,4,3,3,4
55.96,2404552.81528199,3,4,3,3,4
55.97,2432279.41728381,3,4,3,3,4
56.03,2404354.23930454,2.5,4,2.5,2.5,4
55.84,2376292.07839288,2.5,4,2.5,2.5,4
55.34,2340561.21380635,2.5,4,2.5,2.5,4
54.81,2299028.6539286,2.5,4,2.5,2.5,4
54.34,2296174.5554041,2.5,4,2.5,2.5,4
54.16,2278406.56330831,2.5,4,2.5,2.5,4
53.84,2308251.96606203,2.5,4,2.5,2.5,4
53.75,2285865.23469922,2.5,4,2.5,2.5,4
53.76,2236033.38155078,2.5,4,2.5,2.5,4
53.63,2321195.25174809,2.5,4,2.5,2.5,4
53.41,2305561.45866545,2.5,4,2.5,2.5,4
53.34,2313507.45422933,2.5,4,2.5,2.5,4
53.34,2250126.60938913,2.5,4,2.5,2.5,4
52.76,2242580.72224629,2.5,4,2.5,2.5,4
52.83,2261948.655282,2.5,4,2.5,2.5,4
52.94,2289094.92761281,2.5,4,2.5,2.5,4
52.91,2302440.41588347,2.5,4,2.5,2.5,4
53,2279706.91567666,2.5,4,2.5,2.5,4
53.08,2264566.60607145,2.5,4,2.5,2.5,4
52.95,2305088.30089288,2.5,4,2.5,2.5,4
52.87,2269898.8391729,2.5,4,2.5,2.5,4
52.86,2292034.76365603,2.5,4,2.5,2.5,4
52.86,2257380.05275375,2.5,4,2.5,2.5,4
52.81,2270254.10785717,2.5,4,2.5,2.5,4
52.73,2261410.33206771,2.5,4,2.5,2.5,4
52.58,2278772.54918232,2.5,4,2.5,2.5,4
52.53,2252625.68560146,2.5,4,2.5,2.5,4
52.61,2281687.50163535,2.5,4,2.5,2.5,4
52.51,2232394.34125944,2.5,4,2.5,2.5,4
52.5,2284284.01804514,2.5,4,2.5,2.5,4
52.41,2270332.20783832,2.5,4,2.5,2.5,4
52.36,2305403.6572838,2.5,4,2.5,2.5,4
52.31,2232494.36836462,2.5,4,2.5,2.5,4
52.3,2245618.244859,2.5,4,2.5,2.5,4
52.29,2221747.24429515,2.5,4,2.5,2.5,4
52.19,2271977.85081771,2.5,4,2.5,2.5,4
52.12,2206073.78529139,2.5,4,2.5,2.5,4
52.19,2246903.8148966,2.5,4,2.5,2.5,4
52.24,2263346.69421995,2.5,4,2.5,2.5,4
52.01,2267261.17860901,2.5,4,2.5,2.5,4
52,2256584.27061089,2.5,4,2.5,2.5,4
52,2234854.61385342,2.5,4,2.5,2.5,4
51.87,2261264.84929515,2.5,4,2.5,2.5,4
51.89,2279985.19305455,2.5,4,2.5,2.5,4
51.88,2268364.55641917,2.5,4,2.5,2.5,4
51.85,2278095.64161658,2.5,4,2.5,2.5,4
51.82,2283128.9020771,2.5,4,2.5,2.5,4
51.87,2295275.66650376,2.5,4,2.5,2.5,4
51.9,2249892.30944546,2.5,4,2.5,2.5,4
51.76,2239896.49734026,2.5,4,2.5,2.5,4
51.96,2233740.51885342,2.5,4,2.5,2.5,4
51.98,2289623.02638153,2.5,4,2.5,2.5,4
52.04,2270418.43810148,2.5,4,2.5,2.5,4
51.79,2252139.10054515,2.5,4,2.5,2.5,4
51.91,2280777.27961462,2.5,4,2.5,2.5,4
51.79,2245045.92228379,2.5,4,2.5,2.5,4
51.71,2265273.5710432,2.5,4,2.5,2.5,4
51.81,2257524.42685146,2.5,4,2.5,2.5,4
51.83,2247338.4154229,2.5,4,2.5,2.5,4
51.76,2300366.08531011,2.5,4,2.5,2.5,4
51.71,2233125.45070488,2,5,2,2,5
51.23,2036840.85772557,2,5,2,2,5
49.81,2007131.69878759,2,5,2,2,5
49.17,2020620.82203947,2,5,2,2,5
48.85,2024401.77270677,2,5,2,2,5
48.33,2002228.89239662,2,5,2,2,5
48.19,2064297.68218985,2,5,2,2,5
48.04,2018667.09064849,2,5,2,2,5
47.71,2033544.02839286,2,5,2,2,5
47.59,2023826.49366541,2,5,2,2,5
47.42,2036850.58942669,2,5,2,2,5
47.17,2029109.32914474,2,5,2,2,5
47.01,2016086.21887218,2,5,2,2,5
46.73,2005695.71853384,2,5,2,2,5
46.56,2068705.03412594,2,5,2,2,5
46.43,2035521.28832707,2,5,2,2,5
46.21,2038298.88828947,2,5,2,2,5
46.07,2014774.53338345,2,5,2,2,5
45.89,2044544.17669173,2,5,2,2,5
45.78,2045578.57029135,2,5,2,2,5
45.68,2054615.00912594,2,5,2,2,5
45.68,1985131.52537594,2,5,2,2,5
45.56,2017145.12650376,2,5,2,2,5
45.5,2031611.4850094,2,5,2,2,5
45.31,2026450.97331767,2,5,2,2,5
45.25,2007585.76271616,2,5,2,2,5
45.13,2053645.53459587,2,5,2,2,5
45.1,2078233.60139097,2,5,2,2,5
45.01,1988390.53657895,2,5,2,2,5
44.96,2052931.67120301,2,5,2,2,5
44.9,2060243.87433271,2,5,2,2,5
44.79,2027361.44171053,2,5,2,2,5
44.7,2029080.7499718,2,5,2,2,5
44.54,2028549.20199248,2,5,2,2,5
44.52,2030535.08495301,2,5,2,2,5
44.31,2063772.17032895,2,5,2,2,5
44.26,2011010.21283834,2,5,2,2,5
44.03,2066369.30266918,2,5,2,2,5
43.96,2056924.62513158,2,5,2,2,5
44.03,2010295.48714286,2,5,2,2,5
43.83,2048129.26147557,2,5,2,2,5
43.85,1988784.11613722,2,5,2,2,5
43.74,2019316.52771616,2,5,2,2,5
43.8,2018983.30934211,2,5,2,2,5
43.73,2016871.53019737,2,5,2,2,5
43.67,2012890.64850564,2,5,2,2,5
43.67,2031587.09416353,2,5,2,2,5
43.62,2027344.56521616,2,5,2,2,5
43.57,2024180.03774436,2,5,2,2,5
43.5,2018749.74851503,2,5,2,2,5
43.41,2059029.25948308,2,5,2,2,5
43.42,2025163.30911654,2,5,2,2,5
43.34,2059830.33862782,2,5,2,2,5
43.2,2037238.50242481,2,5,2,2,5
43.35,2039770.34613722,2,5,2,2,5
43.21,2024606.01524436,2,5,2,2,5
43.18,2056633.41321429,2,5,2,2,5
43.26,2025409.92766917,2,5,2,2,5
43.09,2018106.1011936,2,5,2,2,5
43.04,1984994.6656297,2,5,2,2,5
43.06,1985014.8681485,2,5.5,2,2,5.5
43.06,2006891.73228384,2,5.5,2,2,5.5
42.92,1996112.826203,2,5.5,2,2,5.5
42.77,2060550.36132519,2,5.5,2,2,5.5
42.66,2025970.91712406,2,5.5,2,2,5.5
42.66,2013887.9630921,2,5.5,2,2,5.5
42.65,2038079.98660714,2,5.5,2,2,5.5
42.56,2053915.68169173,2,5.5,2,2,5.5
42.6,2016421.03866542,2,5.5,2,2,5.5
42.51,2001557.89776316,2,5.5,2,2,5.5
42.48,2067904.20135338,2,5.5,2,2,5.5
42.56,2034031.59893797,2,5.5,2,2,5.5
42.49,2029705.9193797,2,5.5,2,2,5.5
42.45,2047260.18360902,2,5.5,2,2,5.5
42.41,2018541.81039473,2,5.5,2,2,5.5
42.41,2037341.60918233,2,5.5,2,2,5.5
42.29,2011129.94971805,2,5.5,2,2,5.5
42.33,2034908.43752819,2,5.5,2,2,5.5
42.26,2018019.37818609,2,5.5,2,2,5.5
42.19,2038216.47679511,2,5.5,2,2,5.5
42.17,2034378.73734022,2,5.5,2,2,5.5
42.12,2026845.90792293,2,5.5,2,2,5.5
42.02,2043753.44517857,2,5.5,2,2,5.5
41.95,2003769.82719925,2,5.5,2,2,5.5
41.79,2028917.77477444,2,5.5,2,2,5.5
41.77,2007551.51698308,2,5.5,2,2,5.5
41.76,2014535.30599624,2,5.5,2,2,5.5
41.67,2001119.35528196,2,5.5,2,2,5.5
41.72,2015008.34058271,2,5.5,2,2,5.5
41.59,2017987.96573308,2,5.5,2,2,5.5
41.61,2019487.26363722,2,5.5,2,2,5.5
41.54,1986491.62299812,2,5.5,2,2,5.5
41.56,2005196.81486843,2,5.5,2,2,5.5
41.55,2036435.69867482,2,5.5,2,2,5.5
41.49,2021861.79871241,2,5.5,2,2,5.5
41.42,2022358.23865602,2,5.5,2,2,5.5
41.38,2040228.1056485,2,5.5,2,2,5.5
41.46,2017507.17042293,2,5.5,2,2,5.5
41.48,2027922.30797932,2,5.5,2,2,5.5
41.44,2013553.38967105,2,5.5,2,2,5.5
41.43,2035945.04847745,2,5.5,2,2,5.5
41.4,2015294.25549812,2,5.5,2,2,5.5
41.35,2034642.35557331,2,5.5,2,2,5.5
41.5,2020909.44704887,2,5.5,2,2,5.5
41.44,2019308.64380639,2,5.5,2,2,5.5
41.32,2029454.25019737,2,5.5,2,2,5.5
41.34,2029041.6999812,2,5.5,2,2,5.5
41.31,2031022.9018703,2,5.5,2,2,5.5
41.23,2024360.38218045,2,5.5,2,2,5.5
41.24,2013757.13946429,2,5.5,2,2,5.5
41.16,2020482.48406015,2,5.5,2,2,5.5
41.1,1986712.74203007,2,5.5,2,2,5.5
40.99,2029638.41340225,2,5.5,2,2,5.5
40.93,2016367.0831579,2,5.5,2,2,5.5
40.87,2015890.22980263,2,5.5,2,2,5.5
40.89,1999830.58240601,2,5.5,2,2,5.5
40.81,2047212.14103384,2,5.5,2,2,5.5
40.78,2053372.8005921,2,5.5,2,2,5.5
40.83,2018934.65083646,2,5.5,2,2,5.5
40.81,2020181.17088346,2,5.5,2,2,5.5
40.74,2008630.99669173,2.5,5.5,2.5,2.5,5.5
41.29,2266956.41622177,2.5,5.5,2.5,2.5,5.5
42.02,2326179.97688912,2.5,5.5,2.5,2.5,5.5
42.45,2300565.4004041,2.5,5.5,2.5,2.5,5.5
42.7,2298068.91109963,2.5,5.5,2.5,2.5,5.5
42.8,2289975.83134402,2.5,5.5,2.5,2.5,5.5
43.1,2249570.30100568,2.5,5.5,2.5,2.5,5.5
43.23,2282721.03293232,2.5,5.5,2.5,2.5,5.5
43.46,2279993.9392669,2.5,5.5,2.5,2.5,5.5
43.63,2284957.47640033,2.5,5.5,2.5,2.5,5.5
43.8,2247118.15869363,2.5,5.5,2.5,2.5,5.5
43.83,2280134.00185148,2.5,5.5,2.5,2.5,5.5
43.95,2288004.23796995,2.5,5.5,2.5,2.5,5.5
44.04,2265347.23632517,2.5,5.5,2.5,2.5,5.5
44.15,2250434.82098687,2.5,5.5,2.5,2.5,5.5
44.33,2296924.38913535,2.5,5.5,2.5,2.5,5.5
44.38,2262777.32811089,2.5,5.5,2.5,2.5,5.5
44.32,2254292.14703003,2.5,5.5,2.5,2.5,5.5
44.54,2314309.02611838,2.5,5.5,2.5,2.5,5.5
44.54,2274696.69101504,2.5,5.5,2.5,2.5,5.5
44.58,2270392.32265034,2.5,5.5,2.5,2.5,5.5
44.49,2259095.41906013,2.5,5.5,2.5,2.5,5.5
44.75,2257771.66133459,2.5,5.5,2.5,2.5,5.5
44.75,2295597.05901318,2.5,5.5,2.5,2.5,5.5
44.81,2275162.5808083,2.5,5.5,2.5,2.5,5.5
44.83,2236448.88823312,2.5,5.5,2.5,2.5,5.5
44.91,2250207.66583649,2.5,5.5,2.5,2.5,5.5
44.97,2259741.037359,2.5,5.5,2.5,2.5,5.5
44.87,2280997.16678574,2.5,5.5,2.5,2.5,5.5
44.97,2254071.5207425,2.5,5.5,2.5,2.5,5.5
45.03,2306396.04442665,2.5,5.5,2.5,2.5,5.5
44.86,2268585.79863719,2.5,5.5,2.5,2.5,5.5
45.1,2283721.30398492,2.5,5.5,2.5,2.5,5.5
45.06,2265380.98931394,2.5,5.5,2.5,2.5,5.5
45.01,2282654.38925748,2.5,5.5,2.5,2.5,5.5
45.09,2288723.52155075,2.5,5.5,2.5,2.5,5.5
45.16,2262203.15774432,2.5,5.5,2.5,2.5,5.5
45.17,2267711.54695488,2.5,5.5,2.5,2.5,5.5
45.2,2246080.06951126,2.5,5.5,2.5,2.5,5.5
45.23,2268886.12632517,2.5,5.5,2.5,2.5,5.5
45.39,2278279.43526317,2.5,5.5,2.5,2.5,5.5
45.43,2250542.97837403,2.5,5.5,2.5,2.5,5.5
45.4,2262909.38359964,2.5,5.5,2.5,2.5,5.5
45.36,2253843.62647554,2.5,5.5,2.5,2.5,5.5
45.26,2279474.34033833,2.5,5.5,2.5,2.5,5.5
45.21,2276578.72810148,2.5,5.5,2.5,2.5,5.5
45.24,2246593.50913537,2.5,5.5,2.5,2.5,5.5
45.31,2295698.31797932,2.5,5.5,2.5,2.5,5.5
45.36,2275425.2135526,2.5,5.5,2.5,2.5,5.5
45.36,2264557.24392859,2.5,5.5,2.5,2.5,5.5
45.24,2265409.81485901,2.5,5.5,2.5,2.5,5.5
45.3,2289666.14151317,2.5,5.5,2.5,2.5,5.5
45.54,2278742.61496236,2.5,5.5,2.5,2.5,5.5
45.58,2285477.07532891,2.5,5.5,2.5,2.5,5.5
45.56,2264854.73833647,2.5,5.5,2.5,2.5,5.5
45.46,2285479.78542291,2.5,5.5,2.5,2.5,5.5
45.32,2256197.959032,2.5,5.5,2.5,2.5,5.5
45.43,2258501.90847745,2.5,5.5,2.5,2.5,5.5
45.41,2228872.2045677,2.5,5.5,2.5,2.5,5.5
45.29,2281157.67826124,2.5,5.5,2.5,2.5,5.5
45.26,2256017.98415411,3.5,4.5,3.5,3.5,4.5
45.71,2459960.07087406,3.5,4.5,3.5,3.5,4.5
46.75,2376150.7839474,3.5,4.5,3.5,3.5,4.5
47.24,2419102.20121237,3.5,4.5,3.5,3.5,4.5
47.79,2427736.0679041,3.5,4.5,3.5,3.5,4.5
48.14,2427289.76469921,3.5,4.5,3.5,3.5,4.5
48.4,2475937.5531485,3.5,4.5,3.5,3.5,4.5
48.48,2462953.7392387,3.5,4.5,3.5,3.5,4.5
48.96,2423602.68183269,3.5,4.5,3.5,3.5,4.5
48.97,2412513.83954887,3.5,4.5,3.5,3.5,4.5
49.29,2417462.34797933,3.5,4.5,3.5,3.5,4.5
49.41,2419178.69977443,3.5,4.5,3.5,3.5,4.5
49.52,2450188.45745299,3.5,4.5,3.5,3.5,4.5
49.65,2443953.023938,3.5,4.5,3.5,3.5,4.5
49.88,2429567.10594921,3.5,4.5,3.5,3.5,4.5
49.99,2450729.36757518,3.5,4.5,3.5,3.5,4.5
50.19,2456700.32055453,3.5,4.5,3.5,3.5,4.5
50.21,2431548.18465229,3.5,4.5,3.5,3.5,4.5
50.32,2397724.61030078,3.5,4.5,3.5,3.5,4.5
50.55,2431287.89244361,3.5,4.5,3.5,3.5,4.5
50.59,2400951.96267859,3.5,4.5,3.5,3.5,4.5
50.56,2460395.78007519,3.5,4.5,3.5,3.5,4.5
50.69,2408468.77790411,3.5,4.5,3.5,3.5,4.5
50.93,2468966.08274434,3.5,4.5,3.5,3.5,4.5
50.96,2400504.30442667,3.5,4.5,3.5,3.5,4.5
51.04,2442846.81284775,3.5,4.5,3.5,3.5,4.5
51.1,2442388.06784775,3.5,4.5,3.5,3.5,4.5
51.25,2446632.56777258,3.5,4.5,3.5,3.5,4.5
51.37,2449491.34736839,3.5,4.5,3.5,3.5,4.5
51.36,2409019.17335523,3.5,4.5,3.5,3.5,4.5
51.56,2447796.06039475,3.5,4.5,3.5,3.5,4.5
51.53,2455618.62349627,3.5,4.5,3.5,3.5,4.5
51.57,2427125.18808267,3.5,4.5,3.5,3.5,4.5
51.65,2459745.85026317,3.5,4.5,3.5,3.5,4.5
51.71,2432061.87064853,3.5,4.5,3.5,3.5,4.5
51.88,2419395.01454888,3.5,4.5,3.5,3.5,4.5
51.86,2442201.31773493,3.5,4.5,3.5,3.5,4.5
51.88,2404994.68378759,3.5,4.5,3.5,3.5,4.5
51.84,2420691.30177631,3.5,4.5,3.5,3.5,4.5
52.08,2427980.96185147,3.5,4.5,3.5,3.5,4.5
52.19,2431156.94562972,3.5,4.5,3.5,3.5,4.5
52.27,2459064.13843983,3.5,4.5,3.5,3.5,4.5
52.23,2436352.0726128,3.5,4.5,3.5,3.5,4.5
52.12,2398093.1830827,3.5,4.5,3.5,3.5,4.5
52.29,2423365.54860902,3.5,4.5,3.5,3.5,4.5
52.44,2440677.62898493,3.5,4.5,3.5,3.5,4.5
52.63,2424851.2960432,3.5,4.5,3.5,3.5,4.5
52.43,2441861.69368424,3.5,4.5,3.5,3.5,4.5
52.43,2452860.36375002,3.5,4.5,3.5,3.5,4.5
52.54,2479818.90047931,3.5,4.5,3.5,3.5,4.5
52.52,2449402.53019739,3.5,4.5,3.5,3.5,4.5
52.36,2449274.4166635,3.5,4.5,3.5,3.5,4.5
52.48,2411769.0564474,3.5,4.5,3.5,3.5,4.5
52.39,2434895.0275376,3.5,4.5,3.5,3.5,4.5
52.52,2469007.35008462,3.5,4.5,3.5,3.5,4.5
52.45,2440081.90105261,3.5,4.5,3.5,3.5,4.5
52.45,2431322.75410716,3.5,4.5,3.5,3.5,4.5
52.52,2458608.71946432,3.5,4.5,3.5,3.5,4.5
52.42,2421851.9611184,3.5,4.5,3.5,3.5,4.5
52.63,2463565.72773493,3.5,4.5,3.5,3.5,4.5
52.63,2456938.80882517,2,5.5,2,2,5.5
52.38,2171747.73487778,2,5.5,2,2,5.5
50.33,2013774.50870301,2,5.5,2,2,5.5
49.22,2030360.03751879,2,5.5,2,2,5.5
48.67,2022797.0275094,2,5.5,2,2,5.5
48.17,2030672.56062971,2,5.5,2,2,5.5
47.77,2027147.96021616,2,5.5,2,2,5.5
47.37,2028579.01302632,2,5.5,2,2,5.5
47.12,2023437.10243421,2,5.5,2,2,5.5
46.76,1990452.05579887,2,5.5,2,2,5.5
46.5,2017128.61956767,2,5.5,2,2,5.5
46.1,2023598.47621241,2,5.5,2,2,5.5
45.91,2017780.02761278,2,5.5,2,2,5.5
45.66,2041883.35714286,2,5.5,2,2,5.5
45.46,2031463.78488722,2,5.5,2,2,5.5
45.24,2059584.33600564,2,5.5,2,2,5.5
44.92,2030191.76531955,2,5.5,2,2,5.5
44.8,2028033.29864661,2,5.5,2,2,5.5
44.83,2004841.42299812,2,5.5,2,2,5.5
44.73,2017722.62289473,2,5.5,2,2,5.5
44.57,2024182.0087218,2,5.5,2,2,5.5
44.3,2026691.43256578,2,5.5,2,2,5.5
44.19,2002048.9175188,2,5.5,2,2,5.5
44.11,1998881.06402256,2,5.5,2,2,5.5
43.96,2030871.87572369,2,5.5,2,2,5.5
43.94,2035763.84173872,2,5.5,2,2,5.5
43.85,2020704.58858082,2,5.5,2,2,5.5
43.69,2014929.25511278,2,5.5,2,2,5.5
43.71,2015067.10034774,2,5.5,2,2,5.5
43.61,2007817.35256579,2,5.5,2,2,5.5
43.42,2027189.96667293,2,5.5,2,2,5.5
43.38,2027886.70719925,2,5.5,2,2,5.5
43.29,2027478.34531015,2,5.5,2,2,5.5
43.12,2035785.39930451,2,5.5,2,2,5.5
42.95,2022376.22382519,2,5.5,2,2,5.5
42.93,2018503.49952068,2,5.5,2,2,5.5
42.85,2040548.38948308,2,5.5,2,2,5.5
42.7,1974340.1775,2,5.5,2,2,5.5
42.52,2035379.00839286,2,5.5,2,2,5.5
42.46,2040891.70911655,2,5.5,2,2,5.5
42.46,2057378.56587406,2,5.5,2,2,5.5
42.46,2048475.53757518,2,5.5,2,2,5.5
42.43,2028854.82668233,2,5.5,2,2,5.5
42.3,2045763.22624061,2,5.5,2,2,5.5
42.29,1999425.05379699,2,5.5,2,2,5.5
42.29,2024534.44412594,2,5.5,2,2,5.5
42.19,2041502.09619361,2,5.5,2,2,5.5
42.1,2039269.96423872,2,5.5,2,2,5.5
42.04,2010317.78382519,2,5.5,2,2,5.5
41.97,2030525.1068797,2,5.5,2,2,5.5
41.87,2053015.68411654,2,5.5,2,2,5.5
41.81,2027596.11121241,2,5.5,2,2,5.5
41.63,2067083.16606203,2,5.5,2,2,5.5
41.53,2009452.27835526,2,5.5,2,2,5.5
41.42,1998542.67183271,2,5.5,2,2,5.5
41.41,2005327.76168233,2,5.5,2,2,5.5
41.43,2025058.10819549,2,5.5,2,2,5.5
41.43,2036355.75090225,2,5.5,2,2,5.5
41.31,2049394.62899436,2,5.5,2,2,5.5
41.29,2079009.92013158,2,5.5,2,2,5.5
41.31,2014796.83006579,2.5,4,2.5,2.5,4
41.75,2246833.96838346,2.5,4,2.5,2.5,4
43,2257515.55745299,2.5,4,2.5,2.5,4
43.62,2304693.24310147,2.5,4,2.5,2.5,4
44.21,2332207.34909775,2.5,4,2.5,2.5,4
44.49,2305978.44358085,2.5,4,2.5,2.5,4
44.74,2297725.46828004,2.5,4,2.5,2.5,4
44.93,2282576.78202064,2.5,4,2.5,2.5,4
45.4,2273375.39701126,2.5,4,2.5,2.5,4
45.51,2252555.71590229,2.5,4,2.5,2.5,4
45.62,2255787.01023492,2.5,4,2.5,2.5,4
45.72,2282993.8901222,2.5,4,2.5,2.5,4
46.04,2290019.19284775,2.5,4,2.5,2.5,4
46.3,2265323.58459585,2.5,4,2.5,2.5,4
46.26,2327398.41050751,2.5,4,2.5,2.5,4
46.33,2258055.60527258,2.5,4,2.5,2.5,4
46.42,2250189.55748118,2.5,4,2.5,2.5,4
46.42,2173950.05579888,2.5,4,2.5,2.5,4
46.69,2296403.68153199,2.5,4,2.5,2.5,4
47.25,2327821.06198311,2.5,4,2.5,2.5,4
47.6,2336225.55617485,2.5,4,2.5,2.5,4
47.71,2271367.34055455,2.5,4,2.5,2.5,4
47.95,2295778.51212406,2.5,4,2.5,2.5,4
47.97,2291952.84490602,2.5,4,2.5,2.5,4
48.07,2245815.71216169,2.5,4,2.5,2.5,4
48.08,2277200.0787406,2.5,4,2.5,2.5,4
48.21,2269586.19287598,2.5,4,2.5,2.5,4
48.21,2300470.67030075,2.5,4,2.5,2.5,4
48.3,2251714.23171996,2.5,4,2.5,2.5,4
48.33,2284968.93270679,2.5,4,2.5,2.5,4
48.44,2312037.22824249,2.5,4,2.5,2.5,4
48.45,2266393.45578947,2.5,4,2.5,2.5,4
48.45,2280804.62692665,2.5,4,2.5,2.5,4
48.47,2310546.18380636,2.5,4,2.5,2.5,4
48.56,2256613.4657143,2.5,4,2.5,2.5,4
48.49,2280067.85092108,2.5,4,2.5,2.5,4
48.58,2261629.35693605,2.5,4,2.5,2.5,4
48.6,2292947.32621237,2.5,4,2.5,2.5,4
48.56,2314318.14188913,2.5,4,2.5,2.5,4
48.55,2368685.46050751,2.5,4,2.5,2.5,4
48.65,2315300.79733086,2.5,4,2.5,2.5,4
48.69,2292767.35133461,2.5,4,2.5,2.5,4
48.72,2287488.82736839,2.5,4,2.5,2.5,4
48.8,2286495.33155076,2.5,4,2.5,2.5,4
48.98,2293858.53372177,2.5,4,2.5,2.5,4
49.01,2289925.69460522,2.5,4,2.5,2.5,4
48.99,2308576.43822372,2.5,4,2.5,2.5,4
48.94,2247454.08716169,2.5,4,2.5,2.5,4
48.9,2238410.13397553,2.5,4,2.5,2.5,4
48.85,2199617.47911657,2.5,4,2.5,2.5,4
48.9,2291567.27244362,2.5,4,2.5,2.5,4
48.92,2263488.727782,2.5,4,2.5,2.5,4
48.91,2228174.97129697,2.5,4,2.5,2.5,4
48.93,2225198.67217109,2.5,4,2.5,2.5,4
49.08,2248267.48491544,2.5,4,2.5,2.5,4
48.96,2278037.37459585,2.5,4,2.5,2.5,4
48.91,2268608.09531952,2.5,4,2.5,2.5,4
48.92,2300847.37336462,2.5,4,2.5,2.5,4
48.95,2268420.72927631,2.5,4,2.5,2.5,4
49.03,2286733.45026317,2.5,4,2.5,2.5,4
49.01,2309011.53149433,2.5,6,2.5,2.5,6
49.01,2291374.85577064,2.5,6,2.5,2.5,6
48.27,2264744.11722746,2.5,6,2.5,2.5,6
47.94,2300295.00693606,2.5,6,2.5,2.5,6
47.64,2257015.0523684,2.5,6,2.5,2.5,6
47.24,2274104.78185148,2.5,6,2.5,2.5,6
47.15,2275786.51835522,2.5,6,2.5,2.5,6
47.1,2274571.16438913,2.5,6,2.5,2.5,6
46.95,2294657.51870298,2.5,6,2.5,2.5,6
46.81,2256397.89005635,2.5,6,2.5,2.5,6
46.79,2255853.90028199,2.5,6,2.5,2.5,6
46.81,2278948.95166349,2.5,6,2.5,2.5,6
46.77,2279339.45156951,2.5,6,2.5,2.5,6
46.59,2306939.41827064,2.5,6,2.5,2.5,6
46.42,2273053.38857146,2.5,6,2.5,2.5,6
46.37,2246358.10051689,2.5,6,2.5,2.5,6
46.32,2280069.3291541,2.5,6,2.5,2.5,6
46.26,2324780.5829041,2.5,6,2.5,2.5,6
46.26,2268008.4254323,2.5,6,2.5,2.5,6
46.21,2290174.28413536,2.5,6,2.5,2.5,6
46.19,2261830.88937973,2.5,6,2.5,2.5,6
46.13,2228896.34904139,2.5,6,2.5,2.5,6
46.16,2257228.53386281,2.5,6,2.5,2.5,6
46.13,2275733.1787782,2.5,6,2.5,2.5,6
46.03,2278008.17949248,2.5,6,2.5,2.5,6
45.94,2261156.81509402,2.5,6,2.5,2.5,6
46.09,2283426.15011281,2.5,6,2.5,2.5,6
46.08,2317094.63317666,2.5,6,2.5,2.5,6
46.1,2258879.3506579,2.5,6,2.5,2.5,6
46.28,2249651.97338344,2.5,6,2.5,2.5,6
46.07,2268883.41623118,2.5,6,2.5,2.5,6
46.21,2272689.49686089,2.5,6,2.5,2.5,6
46.09,2289130.03564852,2.5,6,2.5,2.5,6
46.19,2272816.37853381,2.5,6,2.5,2.5,6
46.24,2214473.96796996,2.5,6,2.5,2.5,6
46.17,2285541.99439853,2.5,6,2.5,2.5,6
46.29,2281867.59969921,2.5,6,2.5,2.5,6
46.32,2258812.58379697,2.5,6,2.5,2.5,6
46.26,2249025.3257425,2.5,6,2.5,2.5,6
46.19,2231300.07921996,2.5,6,2.5,2.5,6
46.21,2290335.41154138,2.5,6,2.5,2.5,6
46.13,2253817.14146617,2.5,6,2.5,2.5,6
46.14,2378744.59026318,2.5,6,2.5,2.5,6
46.31,2344268.37600565,2.5,6,2.5,2.5,6
46.33,2236608.53740602,2.5,6,2.5,2.5,6
46.29,2275461.18389095,2.5,6,2.5,2.5,6
46.3,2266415.25972746,2.5,6,2.5,2.5,6
46.29,2333421.22483086,2.5,6,2.5,2.5,6
46.41,2322893.37200187,2.5,6,2.5,2.5,6
46.28,2297082.56007518,2.5,6,2.5,2.5,6
46.29,2273270.19609027,2.5,6,2.5,2.5,6
46.28,2292850.87150375,2.5,6,2.5,2.5,6
46.25,2264569.31616544,2.5,6,2.5,2.5,6
